央视,#genre#
TVBJ2台,http://dl.zhoujie218.top/dl/gz168.php?id=12&xl=1#http://dl.zhoujie218.top/dl/gz168.php?id=12&xl=2

台湾,#genre#
新唐人中国,https://live2.ntdimg.com/cnlive/playlist.m3u8
新唐人加东臺,https://live.ntdimg.com/mllive860/playlist.m3u8
新唐人加西臺,https://live.ntdimg.com/cwlive220/playlist.m3u8
新唐人旧金山臺,https://live.ntdimg.com/sflive990/playlist.m3u8
新唐人美东臺,https://live.ntdimg.com/live400/playlist.m3u8
新唐人美西臺,https://live.ntdimg.com/uwlive990/playlist.m3u8
凤凰电影台,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5EAD35B4U3197B163K776A62FEI552832B7PBM323528BV0Z9C465W160B2A4776A80BF1&playtoken=31650LGRSCNAXNU10&verifycode=2003460862&rate=org&programid=4200900112.m3u8&_res_tag_=video
卫星电影台,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5EAD35B4U3197B163K776A62FEI552832B7PBM323528BV0Z9C465W160B2A4776A80BF1&playtoken=31650QOYQLDGXXB10&verifycode=2003460862&rate=org&programid=4200900111.m3u8&_res_tag_=video
.ts
迪斯尼,vjms://58.215.133.185:8500:3502/live/cid=361#vjms://121.14.222.75:8500:3502/live/cid=361#vjms://23.237.33.155:8500:3502/live/cid=361
东森新闻台高清,http://danielwu.gz01.bdysite.com/iptv/?id=dsxw
中天新闻高清,http://danielwu.gz01.bdysite.com/iptv/?id=ztxw
三立新闻高清,http://danielwu.gz01.bdysite.com/iptv/?id=slxw
中天新聞,rtmp://xiaoyu.speedws.com/sat/tv521
TVBS新聞HD,rtmp://xiaoyu.speedws.com/sat/tv551
华纳TV,http://192.154.103.75:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
龙祥时代,http://192.154.103.75:8080/ZZ_shidai/ZZ_shidai.m3u8
好莱坞,http://192.154.103.75:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
东森洋片,http://192.154.103.75:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
东森电影,http://192.154.103.75:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
凤凰中文台,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225948/3.m3u8#http://live.centerch.com/fhzw.m3u8#http://117.148.187.12/PLTV/88888888/224/3221226368/index.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225900/index.m3u8
凤凰资讯,http://112.50.243.8/PLTV/88888888/224/3221225901/index.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
香港卫视HKS,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xianggangweishi_2_hd.m3u8
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
凤凰电影台,rtmp://58.200.131.2/livetv/fhdy
歐美電影,http://220.158.149.14:9999/live/TV00000000000000000080@HHZT
HBO,http://220.158.149.14:9999/live/TV00000000000000000166@HHZT
龍祥時代,http://104.250.154.42:8080/ZZ_shidai/ZZ_shidai.m3u8
华视HD,rtmp://xiaoyu.speedws.com/sat/tv111#http://104.250.154.42:8080/ZZ_huashi/ZZ_huashi.m3u8
中视HD,rtmp://xiaoyu.speedws.com/sat/tv091#http://104.250.154.42:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8
台视HD,rtmp://xiaoyu.speedws.com/sat/tv071
民视HD,rtmp://xiaoyu.speedws.com/sat/tv051
TVBS欢乐HD,rtmp://xiaoyu.speedws.com/sat/tv421#http://220.158.149.14:9999/live/TV00000000000000000079@HHZT
中天新闻HD,rtmp://xiaoyu.speedws.com/sat/tv521#http://104.250.154.42:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
TVBS新闻HD,rtmp://xiaoyu.speedws.com/sat/tv551#http://60.199.188.65/HLS/WG_TVBS-N/01.m3u8#http://60.199.188.65/HLS/WG_TVBS-N/02.m3u8
东森新闻,http://104.250.154.42:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
福克斯电影,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
华纳电影,http://104.250.154.42:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
中天娱乐台,http://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
中天娱乐,http://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
東森電影,http://104.250.154.42:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
東森洋片,http://104.250.154.42:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8


MV,#genre#
卡路里,http://qukufile2.qianqian.com/data2/video/02cca8d7303f608a2ea1621a6ebd8ad4/607962657/607962657.mp4
毛不易 Ⅰ 像我这样的人,https://vd3.bdstatic.com/mda-ka8qm8710ymkqdry/hd/mda-ka8qm8710ymkqdry.mp4?pd=20&vt=1
毛不易 Ⅰ 不染,https://vd3.bdstatic.com/mda-jmceuahfwxarnh7v/hd/mda-jmceuahfwxarnh7v.mp4?pd=20&playlist=%5B%22hd%22%2C%22sc%22%5D
毛不易 Ⅰ 消愁,https://vd3.bdstatic.com/mda-ifkj2zwdscwthsfj/logo/hd/mda-ifkj2zwdscwthsfj.mp4?pd=20
毛不易 Ⅰ 如果有一天我变的很有钱,https://vd3.bdstatic.com/mda-jjmfvpaqh1z11ibc/hd/mda-jjmfvpaqh1z11ibc.mp4?pd=19&vt=1
毛不易 Ⅰ 借,https://vd3.bdstatic.com/mda-ii2njckdbkmmcp81/hd/mda-ii2njckdbkmmcp81.mp4?pd=20
毛不易 Ⅰ 牧马城市,https://vdse.bdstatic.com//1d83dfc2411243e5b9f44462e1e55ab3.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2019-12-14T02%3A12%3A40Z%2F-1%2Fhost%2F4739737cd8b21cbdb307a5d008abe88a61afce23616c55f2a8fae768fc2b6764
